x,y,category
1.272,-0.84,1
-1.724,1.424,0
0.764,-0.592,0
0.524,-0.196,0
1.188,-0.64,1
1.072,-0.104,1
-1.28,1.468,0
-0.348,1.172,1
-1.548,-1.056,1
0.672,1.456,0
1.616,-0.12,1
-1.024,-1.532,1
0.852,1.804,0
-0.992,-0.94,1
-0.96,-1.152,0
-1.096,-0.116,0
-1.268,1.6,0
0.268,1.78,0
1.544,1.932,1
-1.688,0.596,1
0.444,0.932,1
-0.284,-0.552,1
-1.216,-0.844,0
1.176,-0.656,1
1.596,-1.26,0
1.564,-1.172,0
1.76,-0.336,1
-1.68,-0.16,0
-1.752,1.22,0
0.576,1.26,0
0.616,-1.3,1
0.716,1.444,0
1.956,-0.568,1
-0.148,0.888,0
-1.084,-1.548,1
-1.616,1.048,0
-0.4,0.08,0
0.828,-1.712,1
-1.772,0.648,1
-0.028,1.76,1
-0.64,-1.852,0
-1.764,-1.108,1
0.952,0.932,1
-1.484,-0.7,0
-1.636,-0.864,0
-1.28,1.852,0
1.176,0.728,0
-1.864,-1.276,1
0.328,1.0,0
-0.576,-1.56,0
0.436,0.82,1
1.896,1.12,1
1.432,1.488,1
-0.716,-0.26,1
1.36,-0.18,1
0.772,-1.5,1
1.748,1.932,1
1.372,1.608,1
-0.296,-1.628,0
0.692,0.46,1
1.66,0.256,0
1.652,-1.62,0
-0.752,1.444,1
-0.74,-1.904,0
0.868,-0.488,0
1.852,1.036,1
1.064,1.348,1
-1.824,-0.668,0
0.744,-0.928,0
1.616,-0.716,1
1.08,-1.396,0
0.864,1.852,0
-1.32,-0.884,0
-0.684,1.612,1
1.304,1.296,1
-1.944,-0.164,0
1.812,0.524,0
-0.136,-0.024,1
-1.464,0.496,1
-0.444,-1.864,0
-1.64,-1.928,1
0.344,0.1,1
-1.812,0.224,1
0.372,1.644,0
0.088,-1.948,1
0.936,-1.736,1
0.804,-1.76,1
1.272,1.616,1
0.424,-0.556,0
-0.22,-1.416,0
1.148,0.288,0
-0.512,1.944,1
0.584,0.956,1
-0.368,0.064,0
-0.216,0.468,0
-1.768,-0.488,0
0.2,1.816,0
-1.416,1.5,0
0.84,1.716,0
1.86,1.68,1
-1.112,0.576,1
0.78,-0.6,0
-0.388,-0.152,1
0.86,1.572,0
-0.956,0.28,0
-0.168,-1.76,0
0.04,-1.496,1
-0.336,-1.652,0
0.808,-1.1,1
1.144,-0.652,1
0.46,-1.316,1
-1.452,-0.328,0
-0.48,0.892,0
1.948,-1.752,0
-0.12,1.808,1
-1.736,0.344,1
0.852,0.68,1
-1.608,1.92,0
1.984,1.756,1
0.612,0.88,1
0.656,-1.216,1
-1.812,-1.828,1
-1.08,1.572,0
0.512,-1.016,1
1.444,1.952,1
0.58,1.964,0
-1.828,1.464,0
-0.528,0.112,0
-0.796,1.264,1
1.036,-0.008,1
0.492,1.78,0
1.812,0.624,0
0.84,0.908,1
1.224,1.6,1
0.82,-0.28,0
0.536,-0.996,0
-0.6,-1.848,0
-1.036,1.54,0
0.8,-1.86,1
-0.088,0.176,0
-0.216,1.036,1
1.352,0.224,0
0.432,-1.696,1
1.184,0.048,0
-0.272,-1.248,0
-0.088,-0.464,1
1.672,1.18,1
-0.276,-0.744,1
-1.504,-1.456,1
-0.76,-1.412,0
-1.64,-1.636,1
1.04,-1.512,0
-0.08,-0.648,1
1.524,1.368,1
0.136,0.932,1
-0.68,1.416,1
-1.384,1.884,0
-0.42,-1.388,0
1.712,1.348,1
1.0,-0.792,1
0.92,-1.024,1
0.016,0.944,1
-0.208,0.552,0
1.504,0.564,0
-0.816,0.708,0
1.196,1.668,1
-1.592,-0.128,0
0.644,0.416,1
0.808,-1.652,1
-0.044,0.456,0
1.056,0.432,0
1.96,1.104,1
1.608,0.844,0
-1.968,0.18,1
0.66,-1.636,1
-1.184,-1.324,1
0.152,1.924,0
1.944,-0.32,1
1.032,-0.596,1
0.288,0.688,1
0.232,-0.524,0
0.304,1.456,0
-1.808,-1.8,1
0.96,-1.592,1
-1.84,1.004,0
-1.324,-0.704,0
-1.0,1.94,1
-1.56,-1.512,1
-0.472,1.22,1
0.308,-0.236,0
1.924,-0.14,1
0.064,-0.776,0
-0.424,0.072,0
-0.044,-0.008,1
-0.288,-1.872,0
0.736,1.352,0
-0.376,-0.852,1
1.376,-1.308,0
1.288,-0.096,1
1.24,-1.76,0
0.212,-1.256,1
1.904,-1.632,0
0.852,-0.208,0
1.636,0.376,0
0.896,0.488,1
1.584,0.36,0
1.244,0.276,0
-1.608,0.316,1
0.704,1.116,0
0.96,0.632,1
0.732,0.22,1
0.368,-1.584,1
0.22,0.924,1
0.672,-0.904,0
-1.52,-0.22,0
1.708,-0.708,1
-0.688,0.42,0
-0.044,-0.232,1
-0.656,1.924,1
1.532,-0.82,1
-0.232,1.484,1
0.58,1.712,0
-1.768,1.716,0
-0.556,1.676,1
1.66,-0.856,1
0.464,-0.348,0
-0.688,-1.42,0
-0.296,-0.912,1
0.816,-1.624,1
0.92,1.82,0
-0.84,-1.508,0
-0.636,-0.676,1
1.512,0.876,0
-1.2,-0.584,0
-1.116,1.416,0
1.26,-0.856,1
1.472,0.74,0
-0.976,0.144,0
1.832,-1.188,0
0.172,0.032,1
0.516,1.932,0
-0.02,1.892,1
-0.08,0.032,0
-0.96,0.108,0
-0.432,-0.716,1
0.504,-0.08,0
0.54,-0.196,0
0.888,1.676,0
1.928,-0.672,1
0.76,-0.584,0
-1.0,1.86,1
-1.164,0.016,1
0.356,-1.788,1
-0.824,-1.724,0
-0.732,1.972,1
0.22,-1.668,1
-1.308,-1.52,1
1.184,0.696,0
1.768,-0.112,1
1.896,1.7,1
-1.248,1.068,0
0.736,-1.976,1
1.508,0.316,0
-1.824,-1.12,1
1.968,-1.848,0
0.424,-0.092,0
0.308,0.88,1
1.168,1.264,1
-0.148,-1.316,0
-1.476,-0.356,0
1.036,1.66,1
0.072,0.16,1
-0.964,0.2,0
1.548,-0.356,1
1.08,0.624,0
1.952,0.48,0
1.408,0.816,0
0.448,-0.296,0
1.136,-1.124,0
-0.124,-1.312,0
0.092,-0.332,0
-0.34,-1.016,0
1.06,-0.596,1
-0.544,-0.788,1
1.284,1.22,1
-1.988,0.408,1
-0.032,-0.832,1
-0.788,-0.932,1
0.812,0.056,1
1.776,-0.312,1
-0.608,0.06,0
1.172,-1.816,0
-1.832,1.608,0
1.276,0.012,0
1.696,0.508,0
-0.688,-1.212,0
-0.144,-1.048,0
0.38,0.508,1
-0.492,1.496,1
-1.864,-1.048,1
1.596,1.86,1
1.4,-0.38,1
0.58,0.428,1
1.264,1.496,1
-0.124,-0.94,1
1.244,1.508,1
-1.992,1.84,0
-0.12,-1.24,0
0.948,1.844,0
0.86,-1.772,1
0.08,-1.136,1
0.648,0.6,1
-0.524,-1.432,0
-0.244,-0.424,1
0.592,1.904,0
1.9,-0.624,1
-0.74,0.344,0
0.776,-1.384,1
0.532,-0.884,0
1.412,1.272,1
0.764,-0.84,0
-0.152,0.88,0
0.76,-1.264,1
1.916,0.956,0
-0.408,-0.98,1
0.616,-0.656,0
-1.928,1.26,0
1.3,1.02,1
1.508,1.3,1
-1.076,-0.284,0
1.388,1.452,1
-1.276,-0.656,0
-0.344,-0.648,1
-1.368,-1.108,1
0.576,-0.02,0
-1.908,-1.58,1
0.368,-1.052,1
-0.532,0.34,0
1.776,0.376,0
0.204,-1.476,1
-1.04,1.268,0
1.38,-0.18,1
-0.936,-1.916,0
-0.972,1.74,1
1.496,1.372,1
1.932,-0.384,1
-0.544,-1.868,0
-0.672,-0.764,1
-0.784,0.884,0
-0.036,-0.152,1
0.028,-0.272,0
-1.64,-0.068,0
1.5,-1.956,0
-1.82,-0.832,0
1.888,-1.728,0
-0.048,0.892,0
1.912,1.752,1
0.16,-1.576,1
1.792,1.376,1
1.896,-0.644,1
1.284,-1.796,0
-0.724,-0.74,1
1.592,-0.928,1
-1.608,0.932,1
-1.908,1.792,0
1.464,0.884,0
1.28,-1.712,0
-1.588,1.768,0
-1.66,-1.784,1
-1.416,0.388,1
1.368,0.876,0
-0.756,0.596,0
-0.2,1.548,1
-0.696,1.976,1
0.196,1.456,0
0.872,-0.38,0
-0.904,0.548,0
-0.844,0.128,0
-0.184,-0.344,1
-1.88,-1.008,1
-1.988,-1.508,1
0.8,-1.304,1
1.804,-1.68,0
-1.936,-1.504,1
-0.524,-1.172,0
1.028,-0.092,1
-0.112,-1.872,0
0.592,-1.468,1
-0.924,-0.164,1
-1.248,0.208,1
1.996,-0.484,1
-1.068,1.532,0
-0.004,0.104,0
1.864,0.884,0
1.26,-1.112,0
0.484,0.672,1
1.232,0.76,0
-0.72,-0.396,1
0.524,-1.616,1
0.488,-1.284,1
1.572,1.228,1
0.376,1.912,0
-1.992,-1.172,1
0.36,0.296,1
-0.648,0.524,0
1.76,-1.232,0
-0.988,1.192,1
-1.232,-0.104,0
0.952,0.068,1
-1.776,-0.028,0
-1.696,-1.028,1
1.652,-0.408,1
1.2,-0.848,1
-0.888,-1.132,0
0.004,0.708,1
-1.196,1.588,0
1.08,-1.044,0
0.668,0.48,1
0.66,1.476,0
0.472,-1.472,1
-0.8,-1.052,0
0.38,0.224,1
-1.164,-0.084,0
-1.568,0.188,1
-0.216,-1.776,0
-1.496,0.352,1
1.42,-1.804,0
1.916,-0.568,1
-1.352,-1.064,1
-1.32,1.028,0
-1.524,0.828,1
0.736,1.292,0
0.84,-1.74,1
-0.204,-0.824,1
-1.788,-1.292,1
1.348,1.392,1
-1.888,-1.948,1
-1.624,0.796,1
0.972,1.56,0
1.872,-1.54,0
0.512,0.972,1
-1.668,1.82,0
-1.084,1.616,0
-1.852,0.816,1
-1.424,0.74,1
0.712,0.984,1
1.964,-1.124,0
1.408,1.908,1
1.24,1.332,1
-0.072,1.56,1
-0.424,1.456,1
0.232,1.356,0
0.584,-1.52,1
-0.152,-0.72,1
1.18,-0.528,1
1.82,0.272,0
-0.816,-0.32,1
0.784,-1.904,1
-1.508,1.7,0
-0.748,-0.456,1
-0.412,0.272,0
-0.86,-1.136,0
-1.012,-1.072,1
0.072,-1.16,1
-0.952,-0.3,1
0.032,-0.028,0
0.204,-1.044,1
0.036,-1.2,1
1.124,0.976,0
1.04,0.328,0
1.768,-0.008,1
-0.456,-0.916,1
-0.456,-1.044,0
0.468,-1.844,1
-1.304,-1.116,1
-1.744,-0.436,0
0.372,-1.768,1
-1.272,-1.9,1
-0.42,0.252,0
1.876,-1.964,0
1.084,-1.388,0
-1.908,0.08,1
1.36,0.432,0
0.856,-0.312,0
-0.568,1.124,1
-1.112,1.36,0
-0.188,-0.132,1
-1.724,1.608,0
-0.052,-0.732,1
1.272,-0.988,1
-1.804,1.944,0
1.228,0.316,0
0.384,0.496,1
0.3,1.232,0
-1.908,-1.048,1
1.656,1.776,1
1.728,0.692,0
-1.472,1.676,0
-1.36,1.948,0
0.188,1.732,0
-0.648,0.368,0
-1.7,-1.476,1
-0.04,-0.76,1
1.308,-1.944,0
1.864,0.052,0
0.124,-0.684,0
1.296,-0.9,1
-1.628,0.536,1
0.916,-0.528,0
-0.32,0.972,0
1.904,0.964,0
-1.832,-1.448,1
-1.764,0.548,1
1.156,0.24,0
-1.384,0.488,1
-1.928,0.084,1
-1.036,-0.984,0
0.024,-0.22,0
0.472,-1.896,1
1.964,-0.556,1
-0.812,-1.852,0
-1.788,0.352,1
-0.936,-1.508,0
-0.492,-0.624,1
0.792,0.896,1
-0.316,-1.288,0
1.8,-1.376,0
1.056,0.884,0
-0.316,-1.448,0
0.752,-0.692,0
-1.448,-1.212,1
-0.3,1.572,1
1.808,-1.884,0
-0.96,-1.296,0
1.26,1.996,1
-0.356,-1.824,0
0.432,0.568,1
-0.324,0.48,0
-0.088,1.768,1
-1.5,0.56,1
-0.28,-1.468,0
0.58,1.632,0
0.012,1.416,0
0.496,0.58,1
1.952,-1.3,0
-0.024,-1.004,0
-0.156,1.876,1
1.856,-1.892,0
-0.808,1.352,1
1.612,-0.508,1
1.296,0.432,0
1.46,-1.248,0
0.356,-1.736,1
-0.548,-0.84,1
-0.156,1.396,1
-0.78,1.14,1
1.744,-0.02,1
1.08,-0.284,1
-1.352,0.052,1
1.28,-1.392,0
-0.596,1.748,1
-0.76,1.54,1
-0.268,-1.644,0
-0.524,-0.608,1
-1.536,1.976,0
0.588,0.056,1
0.284,0.356,1
1.496,0.068,0
-0.392,-1.96,0
1.504,0.988,0
-0.748,-1.48,0
0.132,-1.408,1
1.924,0.548,0
-1.14,1.652,0
-1.3,1.572,0
-1.58,-0.04,0
-1.016,-1.384,1
1.236,1.46,1
0.636,-0.452,0
-1.024,-0.572,0
-1.328,0.212,1
-0.264,-0.98,1
1.12,-0.248,1
0.772,1.368,0
-0.188,-0.224,1
-0.82,-1.364,0
0.416,0.512,1
0.488,1.704,0
-1.68,0.004,1
1.748,1.58,1
0.58,-1.024,1
-0.692,-0.308,1
0.94,-1.268,1
1.072,1.992,1
1.008,-1.032,0
-0.632,1.136,1
-0.404,1.6,1
1.604,1.56,1
1.24,-0.528,1
0.724,0.516,1
1.272,-0.36,1
1.564,1.332,1
-1.04,-1.48,1
1.144,-0.984,1
-0.58,1.112,1
-1.452,0.9,1
1.008,1.752,1
1.804,-0.12,1
0.064,-1.652,1
-1.84,0.42,1
-0.216,0.708,0
-0.26,1.412,1
-0.492,-0.18,1
0.068,0.64,1
-1.336,-1.588,1
0.952,0.816,1
-1.36,-0.98,0
1.468,-0.588,1
-0.584,1.64,1
0.328,-1.644,1
-0.696,1.356,1
1.52,0.14,0
1.088,-1.448,0
0.504,0.124,1
1.176,-1.696,0
-0.152,-1.636,0
-1.824,-0.336,0
0.472,-0.916,0
1.596,-1.636,0
1.252,-0.072,1
-1.36,1.204,0
1.9,-1.552,0
-0.976,0.196,0
-1.196,0.688,1
1.5,-1.524,0
0.38,-1.56,1
-0.212,0.992,0
-1.268,-0.912,0
1.5,-0.072,1
1.164,-0.868,1
-1.592,-1.76,1
-1.488,0.244,1
-0.3,-1.02,0
1.228,-0.62,1
-0.064,1.044,1
-0.116,-0.072,1
1.192,-0.932,1
-0.152,-0.836,1
-0.756,-1.476,0
-0.504,1.728,1
1.024,1.42,1
0.936,-0.076,0
0.98,0.872,1
-0.188,0.62,0
-0.532,-1.588,0
-0.772,0.984,0
0.752,-1.044,1
0.3,-1.448,1
0.508,-1.856,1
1.64,-1.124,0
-1.072,0.056,1
-0.364,1.856,1
1.728,-1.612,0
-1.38,-0.216,0
-0.984,1.088,1
-1.02,-0.896,0
1.848,0.732,0
-0.456,0.204,0
0.768,-1.536,1
1.668,-0.488,1
1.104,-0.524,1
-0.16,1.752,1
1.696,0.584,0
-1.304,0.976,1
0.716,0.672,1
1.284,1.248,1
0.96,-0.4,0
1.164,-0.84,1
-0.276,1.708,1
1.804,0.344,0
-0.176,1.064,1
-1.796,-0.284,0
-1.356,-0.98,0
-1.088,-1.408,1
0.504,0.0,1
0.132,-0.428,0
1.668,1.568,1
0.588,0.564,1
-0.096,1.74,1
-1.656,-1.012,1
-1.216,-0.956,0
1.16,-1.264,0
-1.416,-0.08,0
-0.836,-0.476,1
-1.308,-0.84,0
-1.58,1.064,0
1.732,0.752,0
-0.096,-0.212,1
0.488,0.556,1
1.936,1.516,1
0.976,1.876,0
1.94,-1.152,0
0.028,-0.044,0
1.256,1.384,1
-1.256,-0.328,0
1.524,1.96,1
0.92,-1.3,1
-1.072,1.864,0
-1.44,0.792,1
0.328,-1.12,1
0.036,0.948,1
1.436,1.036,1
-0.484,-1.532,0
-1.128,-1.976,1
1.704,0.88,0
0.096,-0.74,0
-1.384,1.956,0
1.776,-1.988,0
0.904,0.548,1
-1.796,-0.364,0
1.336,1.588,1
1.888,1.48,1
0.652,-1.604,1
-1.064,1.772,0
1.916,1.816,1
-0.856,1.0,1
-1.888,-1.524,1
1.912,0.932,0
0.1,-1.628,1
-1.32,-0.396,0
1.444,-1.464,0
1.268,-1.324,0
-0.44,-1.86,0
0.34,0.82,1
0.94,1.308,0
1.5,1.96,1
-0.428,1.46,1
-1.596,0.028,1
0.296,0.336,1
-0.864,-1.18,0
0.188,0.088,1
-0.536,-0.624,1
1.548,-1.172,0
1.524,0.612,0
0.656,1.872,0
1.528,0.56,0
1.528,0.068,0
0.684,-1.084,1
1.012,-1.324,0
1.764,-0.24,1
0.096,0.788,1
0.88,-0.736,0
1.996,-0.796,1
1.22,-1.344,0
-1.708,-0.3,0
-0.304,-1.476,0
-1.812,-0.436,0
1.048,-1.644,0
-1.896,-0.748,0
0.916,1.748,0
0.284,-1.516,1
-0.964,1.588,1
-0.084,-0.58,1
0.124,1.44,0
0.412,1.368,0
-0.048,-0.716,1
-1.656,-1.836,1
0.768,-1.632,1
-1.264,-0.132,0
-1.248,-1.432,1
1.148,-1.588,0
1.688,1.308,1
1.784,1.336,1
-0.776,-1.892,0
0.472,-0.08,0
-0.112,0.036,0
0.052,-0.66,0
1.352,1.948,1
0.336,-0.264,0
-0.924,-1.18,0
-0.548,0.132,0
-1.932,-0.184,0
0.536,-0.512,0
1.62,0.984,0
-1.084,0.956,1
-0.784,0.288,0
-1.784,-1.264,1
-1.016,1.496,0
-1.044,-1.032,1
0.032,-1.556,1
1.864,1.432,1
1.724,0.812,0
-1.688,-1.536,1
1.348,1.812,1
-0.404,-0.088,1
-1.552,-1.304,1
-0.244,-1.732,0
0.76,-1.64,1
1.7,-0.548,1
-1.704,-1.544,1
0.712,0.928,1
0.448,1.504,0
-1.984,1.38,0
0.316,-0.644,0
-1.388,-1.628,1
-0.58,1.104,1
-0.324,-1.472,0
1.392,-0.94,1
-0.204,1.976,1
-0.076,0.744,0
1.912,1.8,1
-0.084,-1.628,0
-1.968,1.472,0
0.052,0.624,1
-0.876,0.064,0
1.352,-1.94,0
-1.384,-1.144,1
-1.352,-0.196,0
0.228,-0.096,0
-1.2,0.912,1
-1.98,-1.996,1
1.192,-1.556,0
1.112,1.088,1
0.208,0.356,1
0.812,-1.888,1
-0.132,-0.736,1
-1.072,-0.64,0
-1.316,-0.896,0
-1.828,0.808,1
0.04,-1.812,1
-0.696,-1.648,0
-0.528,0.852,0
1.224,1.084,1
-0.612,0.388,0
-0.656,-1.968,0
-1.412,1.804,0
-0.28,-0.748,1
0.116,-1.548,1
-1.7,-1.964,1
-0.596,-1.392,0
0.708,-1.364,1
0.832,-1.712,1
1.328,-1.476,0
-1.544,-0.008,0
0.868,-0.26,0
0.876,0.204,1
-1.856,0.168,1
0.112,-0.124,0
-0.716,1.964,1
0.608,-1.96,1
0.728,1.4,0
0.62,1.28,0
1.272,-1.856,0
-0.676,-0.884,1
-1.348,-1.424,1
1.672,0.368,0
-1.328,-0.396,0
-0.528,0.04,0
-1.888,1.116,0
1.648,-0.992,1
-1.644,-1.904,1
-0.764,0.396,0
1.044,0.776,0
-1.372,0.82,1
0.416,1.004,0
1.576,0.42,0
-1.016,1.948,0
-0.324,-0.04,1
0.084,-0.34,0
-1.812,1.4,0
-1.784,1.932,0
1.776,-1.904,0
0.656,-0.712,0
1.788,-0.78,1
-1.988,0.432,1
-1.4,-2.0,1
0.892,-0.66,0
-1.16,-0.968,0
0.56,1.148,0
-1.08,-0.628,0
1.924,-0.248,1
0.304,1.676,0
0.08,1.556,0
-0.62,-0.604,1
1.668,1.356,1
-1.84,-0.632,0
1.232,1.736,1
-1.512,-0.356,0
1.708,0.592,0
-1.324,1.828,0
-0.532,-1.344,0
1.06,1.152,1
-0.868,-1.492,0
-0.448,0.272,0
1.1,-0.196,1
1.36,-1.62,0
1.868,-1.196,0
-0.032,1.364,1
1.684,0.948,0
-1.188,1.124,0
-0.816,-0.908,1
-0.68,-0.3,1
-1.612,0.244,1
-1.092,-1.44,1
-1.88,1.256,0
-0.46,-0.108,1
0.876,1.368,0
0.268,0.98,1
0.268,0.06,1
-0.052,1.972,1
-1.364,-0.46,0
-0.408,0.292,0
1.62,1.644,1
0.528,-1.0,0
1.3,0.38,0
0.112,-0.204,0
1.036,-1.824,0
-0.964,-0.9,1
-0.712,1.7,1
-0.084,1.48,1
1.572,0.788,0
-1.016,-0.016,0
-0.416,1.78,1
-1.032,0.184,1
0.096,0.284,1
1.872,-1.72,0
-0.512,-0.372,1
1.748,1.116,1
0.74,-1.456,1
-0.752,0.232,0
0.776,0.236,1
-0.224,-0.428,1
1.82,1.34,1
-1.636,-0.192,0
0.948,0.228,1
0.976,1.588,0
-1.004,-0.544,0
1.336,0.736,0
0.488,-0.016,0
1.876,1.2,1
-0.572,0.948,0
1.512,-1.108,0
-1.628,1.136,0
0.64,0.66,1
-0.424,-1.38,0
1.96,1.908,1
-1.212,1.396,0
-0.112,-0.54,1
-1.692,-1.412,1
1.992,1.972,1
1.96,0.996,0
-1.552,0.3,1
1.532,1.964,1
0.964,0.76,1
0.288,-1.428,1
0.812,-1.18,1
-0.492,-1.644,0
-0.812,1.924,1
1.976,-0.4,1
-1.908,0.028,1
1.36,-0.512,1
1.08,1.548,1
-0.064,-1.192,0
-0.688,1.648,1
-1.776,-0.548,0
0.928,-0.516,0
1.676,-0.176,1
0.768,0.604,1
1.964,0.58,0
-1.388,-0.336,0
-1.548,-0.772,0
0.816,-1.72,1
-0.732,0.0,0
1.552,-0.372,1
1.616,1.68,1
1.576,0.924,0
0.1,-0.6,0
-0.932,1.588,1
0.2,0.284,1
-0.504,-0.364,1
-0.832,-1.208,0
-0.904,0.792,0
-1.912,0.416,1
1.612,-1.452,0
1.524,1.204,1
1.368,1.3,1
-0.092,-0.404,1
1.688,0.764,0
-1.812,-1.764,1
0.752,0.98,1
0.592,0.156,1
1.82,-1.788,0
1.516,-1.852,0
-0.552,0.476,0
-1.064,1.216,0
0.372,-1.252,1
1.836,-0.16,1
-1.732,1.304,0
-1.196,1.812,0
0.184,-0.376,0
-1.02,-1.032,1
0.248,-0.512,0
0.632,-1.984,1
-1.608,0.052,1
0.576,-0.612,0
-1.64,1.4,0
0.212,-1.036,1
1.82,-1.756,0
1.604,0.692,0
0.52,1.664,0
1.472,-0.24,1
-0.864,-1.936,0
-0.908,-1.332,0
-1.46,1.692,0
-1.432,-1.404,1
-0.844,-1.244,0
-1.572,1.236,0
1.488,-1.24,0
-1.9,0.324,1
1.964,0.76,0
1.568,1.736,1
1.528,-1.064,0
0.756,-0.38,0
-1.212,-1.524,1
0.948,-0.968,0
-1.176,0.072,1
0.308,-1.8,1
0.468,-1.412,1
-1.38,-0.22,0
-1.476,-1.356,1
-0.756,-0.74,1
-0.812,0.912,0
0.984,1.204,0
-0.364,-1.488,0
-1.928,-0.664,0
0.876,-0.54,0
-1.508,-0.324,0
1.932,-0.608,1
0.964,-0.156,0
-1.724,-1.304,1
-0.484,-0.596,1
-0.76,0.408,0
1.116,1.232,1
0.152,0.76,1
-0.012,-1.06,0
1.044,0.544,0
0.144,1.548,0
-1.704,-0.596,0
1.98,-0.856,1
1.668,-0.68,1
0.452,-1.744,1
0.892,-0.952,0
-0.264,0.34,0
0.36,1.408,0
1.716,-1.276,0
0.876,-0.08,0
-1.212,1.088,0
0.408,0.12,1
-0.124,0.268,0
-1.052,-1.896,1
-1.684,0.072,1
1.812,-0.084,1
1.624,-1.34,0
0.692,-1.964,1
-1.172,1.408,0
-1.888,-0.46,0
1.544,1.824,1
1.056,-0.004,1
0.288,-0.256,0
-0.42,-0.26,1
1.296,-1.44,0
-1.32,0.632,1
-1.024,-1.908,1
-1.712,-1.952,1
-0.248,-1.86,0
0.808,0.124,1
-0.784,1.32,1
0.408,-0.888,0
0.608,1.172,0
-1.816,-0.388,0
-1.912,0.88,1
-0.544,0.756,0
-0.38,-0.048,1
1.344,-1.044,0
1.784,-1.28,0
1.836,-0.108,1
0.4,1.476,0
-0.968,-1.96,0
-1.636,-1.0,0
0.988,-0.944,0
1.06,0.796,0
0.796,1.444,0
1.18,1.3,1
0.98,-1.192,1
0.548,1.52,0
0.992,1.3,0
-1.16,1.212,0
-0.784,-0.444,1
0.996,1.596,0
-1.84,1.392,0
-1.564,-0.288,0
-0.936,0.884,0
1.228,-1.684,0
-1.98,-1.476,1
0.696,1.888,0
1.548,-0.084,1
-0.628,-1.952,0
-1.516,0.352,1
0.572,-1.008,1
0.208,0.136,1
0.904,-1.508,1
1.984,-1.572,0
0.456,1.884,0
-0.236,0.788,0
0.388,1.732,0
1.972,0.364,0
-0.384,-0.856,1
-0.084,1.904,1
0.564,-0.344,0
-0.264,-0.616,1
-0.844,0.98,0
-1.728,1.064,0
-0.048,-1.428,0
1.408,0.68,0
-1.44,-1.236,1
0.58,1.388,0
-0.62,-1.82,0
-0.904,0.988,0
-0.768,0.988,0
-1.188,0.276,1
-1.384,-0.668,0
0.256,0.288,1
-1.98,-0.7,0
-0.796,-1.088,0
-1.848,1.5,0
-1.332,-1.036,1
-0.7,-1.996,0
-1.516,0.212,1
0.78,1.22,0
-0.348,1.772,1
-0.556,0.556,0
-1.464,-0.084,0
-1.664,-0.748,0
-1.376,-1.892,1
1.74,0.228,0
-1.408,1.552,0
-1.76,-1.632,1
-0.9,-0.34,1
0.468,-1.008,1
1.704,0.168,0
-1.036,1.492,0
1.272,0.664,0
-1.8,-1.248,1
-1.1,-1.432,1
-1.624,0.796,1
-1.42,1.296,0
-0.78,1.252,1
-1.032,1.14,0
-1.416,1.06,0
-0.628,-0.512,1
-0.436,-1.776,0
1.548,1.6,1
1.784,-0.536,1
0.788,-1.092,1
-0.136,1.296,1
-0.564,0.876,0
-1.756,-0.544,0
-0.412,0.644,0
0.268,1.596,0
-1.448,-1.328,1
-0.104,0.076,0
-1.276,-0.736,0
1.736,0.972,0
-0.296,-1.872,0
0.768,0.948,1
0.004,-1.148,1
-0.544,1.168,1
0.828,-1.844,1
0.416,0.18,1
0.236,-0.076,0
1.184,1.92,1
1.692,1.34,1
-1.984,0.936,1
-0.156,0.964,0
1.968,-1.464,0
1.136,0.8,0
0.48,0.888,1
-1.14,-1.42,1
0.156,1.212,0
0.056,0.464,1
0.156,-1.064,1
-1.752,0.148,1
-1.448,0.936,1
1.488,-1.804,0
1.62,0.78,0
1.888,1.152,1
-1.232,1.4,0
-1.64,-1.976,1
-0.74,1.004,1
0.0,0.804,1
0.264,-1.476,1
-0.056,-1.184,0
0.916,1.492,0
0.748,0.76,1
0.128,1.332,0
1.528,1.984,1
-1.704,-1.836,1
-1.884,-0.98,0
-0.956,-1.968,0
-1.312,1.836,0
1.868,-1.552,0
0.916,-0.024,0
-1.024,-0.668,0
1.976,-0.844,1
1.92,-1.008,0
1.128,0.228,0
1.888,1.18,1
-1.444,1.952,0
1.748,0.24,0
0.732,-1.068,1
0.696,-1.304,1
-1.224,1.812,0
-0.076,1.604,1
0.844,1.464,0
-0.932,-0.216,1
0.428,0.668,1
-0.528,-1.076,0
0.532,-1.236,1
1.572,-0.6,1
-1.256,-1.04,1
-0.812,1.376,1
1.368,1.836,1
1.7,1.628,1
-1.8,0.236,1
0.56,1.116,0
-1.472,1.944,0
-1.132,-1.168,1
1.312,-1.72,0
1.076,-0.908,1
1.116,0.932,0
-1.924,0.296,1
-1.72,0.812,1
-0.484,-0.064,1
-1.22,1.504,0
-1.008,-0.332,0
1.004,1.188,1
-1.404,0.668,1
1.06,-1.432,0
-0.656,-1.484,0
0.256,0.964,1
0.34,1.764,0
-0.452,0.196,0
1.668,-0.428,1
1.56,-0.068,1
1.748,-0.996,1
0.648,0.596,1
-1.968,1.44,0
-0.676,-1.036,0
-1.476,-0.388,0
-1.344,1.952,0
-1.812,-0.064,0
-0.56,1.212,1
0.256,0.68,1
1.08,-0.564,1
-1.816,-1.636,1
-0.856,-0.144,1
-0.304,-1.62,0
0.504,-0.352,0
0.632,-1.42,1
1.352,-0.452,1
-1.952,0.784,1
0.36,0.26,1
